"id","question_id","user","text","time","correct"
222,154,52,"&lt;p&gt;Могут помешать, если ехать стриптизером на круизный пароход))&lt;/p&gt;
&lt;p&gt;А вообще на флоте неоднократно встречал людей с татуировками. Был даже один старший механик почти весь в тату и со звездами на коленях, и ничего, работал отлично и даже был в почете у компании. Среди европейцев и американцев очень много попадаются людей с тату. Некоторые голандцы и немцы выглядят реально как байкеры фрики.&lt;/p&gt;
&lt;p&gt;Самое важное что может повлиять в морской карьере - это знание и опыт. Если ты професионал в своем деле, хорошо знаешь, разбираешься и четко делаешь свою работу - все у тебя будет отлично. Это очень простое правило, но многие ним пренебрегают.&lt;/p&gt;
&lt;p&gt;&amp;nbsp;&lt;/p&gt;",1460785796,1
227,160,52,"&lt;p&gt;Не приступать к работе и сделать Near Miss report, доложить DPA (Designated Person Ashore) что на судне не соблюдаются требования безопасности.&amp;nbsp;&lt;/p&gt;",1461049150,1
267,131,52,"&lt;p&gt;Главное по моему это очень хороший английский и проходить все тесты в крюингах на 100% (не пользуясь шпаркгалками) всего 2 этих простых правила решит все проблемы. Зная на зубок все тесты и английский вам легко будет проходить любые собеседования.Хоть это и кажется трудным но ради такой цели можно и постаратся. Это очень просто, не нужно ничего мудрить. И идти нужно в топовые крюинги и компании. Там действительно оценят по достоинству ваши знания и упорство, и в большинстве таких компаний есть кадетская программа, так что им как раз и нужны молодые умные старательные кадры.&amp;nbsp;&lt;/p&gt;",1461488353,
284,181,52,&lt;p&gt;Исходя из вопроса думаю судовому электрику))&lt;/p&gt;,1461874558,1
333,196,52,"&lt;p&gt;Сериальчики бери, и побольше. Обычные фильмы за полтора часа псмотрел и на следующий день нужно опять думать что же смотреть, я иногда могу час сидеть перебирать фильмы, какой же глянуть)) &amp;nbsp;А сериальчиков хватает на подольше.&lt;/p&gt;
&lt;p&gt;Если не смотрел Клан Сопрано, Во Все Тяжкие, Война Престолов то конечно стоит начать с них. А если видел уже тогда новое ищи, постоянно что то выходит.&amp;nbsp;&lt;/p&gt;
&lt;p&gt;Да вообще все качай, лишним не будет, ток шоу разные квн камеди, они помогают в рейсе чуствовать себя как дома, не выпадать из реальности)) Да и народ на судне будет рад особенно если переходы длинные&lt;/p&gt;",1463940670,1
1198,219,52,В sopep мануале вся инфа включая инвентори,1464302446,
15283,228,52,Вообще надо по нирмисам какую то книгу придумать или справочник) забил локейшен и тебе сразу варианты накидывает) в дориане каждый месяц тоже 6-7 нужно делать,1464364117,
31485,233,52,А швартоватся тогда будет - Monkey Fisting ,1464453196,
31487,233,52,"У нас был матрос, любитель попасть выброской швартовщику в каску. У нас был недолго. Часть контракта просидел в Гамбурге в полиции",1464453598,
32428,234,52,"Ой по химикам надо нашего пампена распросить, он как слышит слово Столт, или химик, на 2 часа матюков новых придумать может))",1464442542,
33723,233,52,"&lt;a href=&quot;http://seacontact.com/id52&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Николай&lt;/a&gt; , нее просто фистинг - это бокс. Так кличко сказал",1464476989,
46792,240,52,"К нам сегодня привезли, будем собирать ",1464627240,
46793,240,52,"А до этого на каждой лодке всегда какой то вариант находили, или фитера пинали чтоб наварил или за кэш покупали",1464627471,
191444,1786,52,", а почему ненавязчивая ?",1467010794,
191446,1786,52,", для тех кто не понял это как бЭ не реклама. Ребята это ПРАВИЛА. Правила быстрого размещения постов в паблике) &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id52&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Максим&lt;/a&gt; ",1467012096,
191448,1786,52,", читайте исправленное и дополненное описание ☝",1467013269,
192602,321,52,", слева ваще не валом. Лицо распухшее бухает походу ",1467058757,
196265,1786,52,", Маркетинг ",1467148541,
229239,342,52,Херово что нет электронных наркотиков),1467681013,
246785,366,52,", вроде в коммент можно прикрепить, или в личку &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id52&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Alexander&lt;/a&gt; ",1468278847,
246806,367,52,Найти жену ,1468283011,
259869,379,52,", регся на сиконтакте и запостят

https://vk.com/wall-29196585_368769 &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id52&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Andrey&lt;/a&gt; ",1468532264,
266811,386,52,"У нас был случай, стояли в англии 2 механик уже дела сменщику передал, утром такси в аэропорт. Ну и он вечерком решил проставится, бухнул с мотористами, не то чтобы очень сильно, но выпил. Утром садится в такси с терминала, а его водитель отказывается везти, мол типо пьян. Ну короче так и не отвез. На след день его все таки домой отправили, но там с терминала в компанию кучу писем понаписывали, штраф наложили. Короче парень больше в компании не работает, хотя очень толковый механик и 3 года до этого в компании работал уже",1468679933,
268297,387,52,А почему именно 76 ?,1468707771,
466344,7604,52,"С капчей буду уже дома разгребать, на лодке что то ваще не получается нормально работать ни инета ни времени",1473757878,
544486,7786,52,&lt;p&gt;check cdi check list&lt;/p&gt;,1550386663,
283848,406,7070,", согласна полностью. Деньги возвращают, но вся ответственность за открытие на мне. &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id7070&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Vsevolod&lt;/a&gt; ",1469015664,
283849,406,7070,", спасибо!!! &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id7070&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Andrey&lt;/a&gt; ",1469015680,
283850,406,7070,", я напрямую работаю, не через крюинг. Спасибо всем за советы :) !!! &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id7070&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Andrey&lt;/a&gt; ",1469015761,
353411,477,8153,Бери киевстар.роуминг там работает 60 гривен 100 мегабайт,1470449598,
353412,477,8153,Но выгодней конечно местную раз долго стоять ьудете,1470449635,
270299,390,9608,"Ул.Еврейская,43",1468746479,
404062,516,9608,Tot уже не моряк(((,1471173349,
283674,384,11405,&lt;p&gt;Мертвые с косами стоять и тишина ...............................&lt;/p&gt;,1469010843,
1537,213,11566,&lt;p&gt;Была такая же чушь на прошлом контракте с ними ! Залез в один соленоид а за ним поменял и все мембраны разом ! Плюс на стоячем сепараторе насколько я помню соленоид sv9 пропускает воду в Картер а когда раскручен то нормально все ! В общем смотри по воде всю движуху !)&lt;/p&gt;,1464290015,
14660,228,11566,"&lt;p&gt;напиши, что непосредственно во время того, как повар и месс начали мыть там все - было замечено, что водосток забился) перед тем как вода разлилась всюду затор был устранен :D Или во время готовки еды - загорелось масло, но умелыми действия повара пламя было потушено.&lt;/p&gt;",1464362197,
16246,228,11566,&lt;p&gt;Крошки с тостера не вытрусили. Опасность возгорания. Бутербродницу с розетки не отключили. Та много чего можно придумать..&lt;/p&gt;,1464369590,
30438,231,11566,"&lt;p&gt;Задолбали трудоголики... из машины не вылазь, промоушен получи... крузер - это первый и последний кусок какой никакой романтики в этой работенке, дальше все будет намного унылее (ну мб в пассажирском флоте веселее я хз). Потому в отрыв на полную в любую свободную минуту. А насчет техники: я лично не фанат брать ее за рубежом. Сколько по магазинам, что европейским, что американским, не ходил - везде цены примерно похожие на наши, если в валюте считать. И везут все с одного и того же китая&lt;/p&gt;",1464444294,
351710,478,13874,Ребят. Не несите ахинею. Вылов живого краба официально запрешен. Если и попадете то проц 90  это воровайки. На готовку не советую. Можно приехать не счем.  Заканчивается история больших заработков . Разве что норвеги. Но попасть туда анреал.,1470432660,
354373,478,13874,", а что если я тебе скажу что ты ошибаешся. И что япония с россией подписали определенные доки. И теперь живой краб япония не берет у вороваек. А официальные конторы где есть квоты платят морякам копейки за адский труд. 50-60  т за сезон официал это же по твоему много. В конечном итоге приезжаеш домой пустой. &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id13874&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Валера&lt;/a&gt; ",1470458026,
97957,266,15123,"&lt;a href=&quot;http://seacontact.com/id15123&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Егор&lt;/a&gt; , а почему у остальных есть эндорсмент?",1465298056,
97959,266,15123,"&lt;a href=&quot;http://seacontact.com/id15123&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Александр&lt;/a&gt; , спасибо)",1465298155,
97961,266,15123,"&lt;a href=&quot;http://seacontact.com/id15123&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Егор&lt;/a&gt; , благодарю)",1465298183,
98328,266,15123,"&lt;a href=&quot;http://seacontact.com/id15123&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Анатолий&lt;/a&gt; , ахахаха)))",1465301372,
98329,266,15123,"&lt;a href=&quot;http://seacontact.com/id15123&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Оля&lt;/a&gt; , eurocrew",1465301385,
98330,266,15123,"&lt;a href=&quot;http://seacontact.com/id15123&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Игорь&lt;/a&gt; , eurocrew",1465301387,
98605,266,15123,"&lt;a href=&quot;http://seacontact.com/id15123&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Игорь&lt;/a&gt; , уходить буду не через них.У них говорили что траблы с дипломом.Ухожу через других",1465304259,
99037,266,15123,"&lt;a href=&quot;http://seacontact.com/id15123&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Игорь&lt;/a&gt; , Знакомый который помогает,сказал всё уточнить что бы за неделю до вылета не вылезло,сам понимаешь.Лучше перестраховатся чем недо...ла-ла-ла)",1465307540,
99039,266,15123,"&lt;a href=&quot;http://seacontact.com/id15123&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Игорь&lt;/a&gt; , да это же мне надо,а не ему)Уже всё хорошо я узнал что хотел))",1465307767,
247284,368,15338,", ника мэритайм &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id15338&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Иван&lt;/a&gt; ",1468311724,
247285,368,15338,", я ведь не в мариуполе его подписывал &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id15338&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Denys&lt;/a&gt; ",1468311747,
247286,368,15338,", из Астрахани в Мариуполь сходить? &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id15338&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Федор&lt;/a&gt; ",1468311811,
247422,368,15338,", говорят что после того как купят билет и пройду собеседование надо будет отправить на карту &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id15338&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Павел&lt;/a&gt; ",1468314987,
155959,304,17638,Недалеко от староконного рынка  магазин СПЕЦОВОЧКА угол косвенной и колонтаевской. Бери атласы.,1466360150,
192605,322,18342,"Чувак, проводок к проводку. Не благодари...",1467045790,
82247,263,18767,"Вообще то нет)) смотрят рабочий диплом а не учебный, хотя если ты только закончил учебу то в некоторых конторах могут и посмотреть ))",1465174114,
82500,263,18767,"&lt;a href=&quot;http://seacontact.com/id18767&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Максим&lt;/a&gt; , ты не сравнивай х.й с пальцем, кадетом только после учеба небось. Конечно они посмотрят на твои оценки )) для вида )) а в дальнейшем сам поймёшь что он  ни кому не нужен, так иногда для заполнения некоторых CV )) так что ребята все правильно сказали,",1465176918,
277441,397,18767,"Самому интересно, что же посоветуют )) сам приватном пользуюсь уже давно, во всех странах без проблем рассчитывался картой, на много выгодней чем менять валюту в обменниках, если это необходимо.",1468864326,
277442,397,18767,"Интересует такие же счета, с картой, что бы можно было расплачиваться где угодно, в любой стране. Ну и условия банка, % и все такое.",1468864493,
283663,397,18767,", в Кратце, какие условия ? % какой при снятии или зачислении, есть ли ежемесячные платежи ( за пользовите картой к примеру) &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id18767&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Robert&lt;/a&gt; ",1469009057,
334026,457,19371,"Друзья помогите! Звонили тут из конторки Emploer Marine, судно &quot;BOSCO GILAN&quot;, судовладельцы Иран, кто-то слыхал за них? на форуме конкретной инфы нет",1470135097,
388333,503,19371,"Мало того что там жабодавы так на них ещё и не платят, если уже на жабы то не в Азимут точно",1470944212,
325461,449,20347,Испанская Orange тариф Go Europe. 1 евро - 100 мб.,1469957839,
326045,449,20347,", это Orange тоже? В этом тарифе смысл в покрытии. Работает во всей Европе. &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id20347&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Дмитрий&lt;/a&gt; ",1469971651,
326962,449,20347,", так это определённая карта какая-то у Оранжа? Или тариф? Как называется? &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id20347&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Дмитрий&lt;/a&gt; ",1469986709,
404755,516,20347,", вот потому и не общаются со &quot;старшими&quot;. Редко кто поможет. Большая часть выебет мозг и расскажет,какое ты дерьмо. Даже в интернете помочь не хотят. &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id20347&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Николай&lt;/a&gt; ",1471189294,
384132,496,20674,"2*23 kg",1470832882,
31020,232,21291,&lt;p&gt;В вк написал&lt;/p&gt;,1464449525,
482555,7754,23908,Пару лет назад я согласился через них сделать танкерные доки. После этого отморозили☝,1474065039,
162973,308,24176,Носи усы носи не сы,1466430359,
484614,7756,25904,"Женя, есть такие компании где большинство из этого, как раз нет",1474132045,
484616,7756,25904,", я имел ввиду из того списка. Разве что ибупрофен есть. Ну такая аптечка на судне что нет ниче. Флаг Антигуа &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id25904&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Женя&lt;/a&gt; ",1474132665,
484618,7756,25904,", та есть конечно.  Я имел ввиду самое простое там антисептики от горда и тд нет такого &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id25904&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Женя&lt;/a&gt; ",1474136253,
521906,7776,26975,", и нах тут эта собака?)) &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id26975&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Евгений&lt;/a&gt; ",1475131190,
382048,493,27217,"&gt; Dear Employer, 
&gt; &gt;My name is Melnychuk Anton,I`m from Brilevka,Kherson region(Ukraine). 
&gt; &gt;Please find attached my application form. Kindly ask you to consider my candidature for Third Engineer or Second Engineer position. I`m absolutely ready to join one of your good vessel on terms and conditions as per yours. I have Second Engineer Diploma,but have no experience,but have promotion and positive reference from my previous Employers. I would like to improve my professional skills &amp; grow-up in your good company. 
&gt; &gt;Im reliable, responsible, hardworking, sociable and always do my work to get best results. It is not a problem for me to find common language with people. My English knowledge is according to rank. 
&gt; &gt;Ready for work as soon as possible.The salary question is negotiable. 
&gt; &gt;Also please inform me If you`ll need AF in your Company format,so i`ll revert with it asap. 
&gt; &gt;Please contact me or send me your answer 
&gt; &gt;My e-mail tjapa88@mail.ru 
&gt; &gt;Mob.number +380956814126 
&gt; &gt;Home phone + 380969487100 
&gt; &gt;Have a good day! 
&gt; &gt;Best Regards, 
&gt; &gt;Melnychuk Anton 
&gt; &mdash;------------------------------",1470776940,
315472,434,27794,Иди!  Я от них ходил ! Все гуд там!   Будут вопросы пиши в личку,1469751404,
334023,457,28620,Есть,1470134124,
339373,460,28620,"Делали из песка... пожалели в начале что делали из песка но потом привыкли... Смешивали опилки с песком,было лучше но песок от пиздюль проседает быстро( В принципе если кэп с чифом к спорту относятся фиолетово и морозятся выписать,то кроме материалов из сопепа нечем больше набивать.И САМОЕ ГЛАВНОЕ:даже грушу набитую песком можно бить и не ламать руки если у вас есть бинты специальные.Без бинтов лучше не тренироваться.А если забыли бинты в рейс купить то я лично из порваного комбеза старого ленты повырезал толщиной в 5-6см и длиной около 3х метров посшивал их вместе и бинтовал себе кисти.И желательно чтобы ткань не была стрейчевой(шоб не растягивалась)а жесткая нужна.Короче главное рвение к спорту и все получится) и гугл с ютубом вам в помощь",1470240288,
338592,461,28959,"Всем спасибо за инфу.
",1470226131,
412650,524,31361,Какое судно то?,1471368382,
434765,546,31361,MSC,1472286788,
449077,556,31361,"нормально все будет, тебе это не мешает в твоей работе. Это судоводителям только мешает",1472736499,
432794,540,31386,", да, имеют свои формы, но как показала практика, если ты им интересен они сами тебе напишут и позвонят с просьбой заполнить их апликашку и даже было так, что сами перезаполняли в свой крюинспектор.
А по делу, сам не пользуюсь, сам делал примерно так, как писали ребята - свою базу, НО делали знакомые и говорят, что толк есть. &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id31386&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Руслан&lt;/a&gt; ",1472104059,
154112,300,32254,"&lt;a href=&quot;http://seacontact.com/id32254&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Martyn&lt;/a&gt; , это значит что реактивная мощность распределена неравномерно. Одна из причин может быть AVR",1466316579,
277709,399,32254,", если денег не просят, то в чем проблема? &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id32254&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Andrey&lt;/a&gt; ",1468871637,
277711,399,32254,", а вот это уже, как по мне, странно) &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id32254&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Andrey&lt;/a&gt; ",1468871825,
277808,399,32254,", ну смотри, ты ничем не рискуешь, общайся с ними, смотри что будет. Может чуть позже заговорят про бабки. А может и действительно им срочно  ОS нужен. &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id32254&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Andrey&lt;/a&gt; ",1468872141,
277809,399,32254,", какой оклад обещают? &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id32254&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Andrey&lt;/a&gt; ",1468872159,
277812,399,32254,", ну нормально . Я на твоём месте пробовал бы. &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id32254&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Andrey&lt;/a&gt; ",1468872456,
277816,399,32254,", да не за что ) главное денег не давай. Удачи тебе) &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id32254&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Andrey&lt;/a&gt; ",1468872733,
292713,419,32254,Развод. Мне тоже писали,1469268861,
317364,435,32254,Все шикарно. Установил винду второй системой на всякий случай и вообще никаких проблем,1469789270,
349146,475,32254,", в портах могут возникнуть проблемы &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id32254&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Алексей&lt;/a&gt; ",1470398740,
193206,321,32983,", &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id32983&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Олечка&lt;/a&gt; ",1467078044,
11657,226,33148,"Требования по сертификатам обычно можно узнать у представителей компании, от которой хотите уходить. Там все подробно расскажут. 
Вот вам прайс лист из центра в котором я недавно обновлял документы.
 Как минимум нужен будет рабочий диплом и нбжс, шлюпки, борьба с пожаром и первая мед. помощь ( ну это сугубо мое мнение )
http://seafarer.od.ua/?page=price",1464349674,
11661,226,33148,"&lt;a href=&quot;http://vk.com/id12960510&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Иван&lt;/a&gt; , перевозка опасных грузов)))) но это не для них",1464349869,
11663,226,33148,"&lt;a href=&quot;http://vk.com/id37051963&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Людмила&lt;/a&gt; , то что он написал, кроме &quot; еще одного&quot;. Это стандартный пакет документов",1464350039,
529469,7778,33239,"Иди на газовоз,даже думать нечего",1475276086,
15287,228,33604,кто что знает про крюинг ЗЕНИТ МАРИН.предложили работу но в нете нет никакой инфы..анонимно.,1464364323,
46426,241,33604,в россии коррупция?не может быть такого...,1464618996,
292523,416,33789,", чем больше знаешь, тем больше шансов. &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id33789&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Gusein&lt;/a&gt; ",1469262780,
395760,509,33840,"Sierra обычно всеядные, у некоторых моделей есть по два выхода на антенны, ставишь с правого и левого бортов и до 5-7 миль от берега ловишь 3g. Цена от 20 $ и выше за модем.",1471052971,
395761,509,33840,"Sierra обычно всеядные, у некоторых моделей есть по два выхода на антенны, ставишь с правого и левого бортов и до 5-7 миль от берега ловишь 3g. Цена от 20 $ и выше за модем.",1471053082,
395762,509,33840,"Sierra обычно всеядные, у некоторых моделей есть по два выхода на антенны, ставишь с правого и левого бортов и до 5-7 миль от берега ловишь 3g. Цена от 20 $ и выше за модем.",1471053112,
246892,367,34750,Тачку купить,1468289763,
458675,558,34750,"Оформить бытовую тебя выкинут с фирмы,как расходной материал.",1473346180,
458676,558,34750,У меня в жизни такое было и я понял что ни при каких обстоятельствах на такое не подпишусь,1473346249,
458677,558,34750,У меня в жизни такое было и я понял что ни при каких обстоятельствах на такое не подпишусь,1473346250,
458678,558,34750,Был случай мастер попросил матроса оформить бытовую.Отправили домой и лечил ногу за свой счет.Фирма отморозились и все дела.,1473346371,
341226,468,35428,"Csl вишипс, у нас кадетка была",1470281547,
343344,468,35428,", она самая",1470320294,
343347,468,35428,", Я в подвале, она в в голубятнике, мы не пересикались особо, стояла с 3 вахту &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id35428&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Александр&lt;/a&gt; ",1470320406,
343349,468,35428,", ее мастер с моста выгнал, она в недели в Каюте жила, не выходила &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id35428&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Александр&lt;/a&gt; ",1470320733,
343500,468,35428,", бля да она 40 кг весит, даже огнетушитель поднять не могла , о чем тут говорить. &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id35428&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Александр&lt;/a&gt; ",1470321068,
351374,477,35433,"Местный водафон был неплохой по цене, но интернет там был очень медленный",1470429064,
358577,480,35433,"По любому соглашайся. В конторе хорошие условие. По крайней мере, все так говорят",1470497987,
376402,487,35433,", ссылку. я вот искал и не нашел где можно пройти &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id35433&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Лилия&lt;/a&gt; ",1470666137,
376536,487,35433,", спасибо &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id35433&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Лилия&lt;/a&gt; ",1470668269,
483671,7759,35433,"я знаю почему. потом когда будешь снимать деньги, через обналичку в кассе. эти 128 баксов вернуться. если будешь снимать по частям, то бабки постепенно вернуться
это делается, чтоб ты снимал деньги в их банке, а не через другие банкоматы. я так понял.",1474131437,
253319,374,35667,"ПУМБ, всё отлично! Никаких проблем.",1468407175,
276313,394,35667,~1500$,1468826983,
280279,400,35667,", согласен, если не расписывался, иди в рейс &lt;br /&gt;&lt;a href=&quot;http://seacontact.com/id35667&quot; target=&quot;_blank&quot;&gt;&amp;nbsp;Серый&lt;/a&gt; ",1468923506,
284829,410,35667,"Согласен, найди через кого диплом сделать, они тебе и дорисуют стажа для сдачи. Придется платить, или набирай плавценз",1469035565,
